"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV77cf5859a9aa","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASV61d61ee1f886","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",NA
"ASV499a9d761644","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",NA
"ASV8b4b3d286fde","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASV6585adfbe3ad",NA,NA,NA,NA,NA,NA,NA
"ASV312670deef74","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","helmanticensis"
"ASV3fc645ccc07a","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV191412393fbc","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA
"ASVf4fd9c4452a0","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"ASV6e2fb5609d12","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV124c7a48bb6b",NA,NA,NA,NA,NA,NA,NA
"ASV95ecc729b262","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Rodentibacter",NA
"ASVa105f6a2e74b","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"ASVd8b8cc044ffe","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASVa6c87e22ef29",NA,NA,NA,NA,NA,NA,NA
"ASV3f3dc22ca3bf","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA,NA
"ASVc18b1dd73a42","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV16bc1ba129bb","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Aquipuribacter",NA
"ASV81d884ed9472","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales",NA,NA,NA
"ASV3f32b297a907","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","equorum"
"ASVcc65d853c0d1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","jejuense"
"ASV9ed986ae4ea2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV5760439341c3","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Koribacteraceae","Candidatus Koribacter",NA
"ASV2771233908ae","Bacteria","Bacillota","Bacilli","Lactobacillales",NA,NA,NA
"ASVe3eb55497ec6","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","luteus"
"ASV728f615ee94b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV703394e58d99","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae",NA,NA
"ASVc46a849be4f3","Bacteria","Actinomycetota","MB-A2-108",NA,NA,NA,NA
"ASV89c4cf82cc13","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVa90369a98ca5","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium","abscessus"
"ASV68de65099afb","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4970400a1a15","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV634d3e94d09f","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA
"ASVa0e77f2c0a94","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV43a76e9798f4","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASVec83205238cb","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVc80692532aeb","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",NA
"ASVfc3a8c822ecb","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae",NA,NA
"ASV5ce0d1611ecb","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","aminovorans"
"ASV7e58d1c9eb98","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV7e2f115bfc0d",NA,NA,NA,NA,NA,NA,NA
"ASV8a080143c61b","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASVbc2bed7871aa","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV8e2c15c902c5","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASV9c3abeb49533","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASVa7b2012ad45f","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Caldovatus",NA
"ASVbe3e0499897f","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis"
"ASV4356235f814f","Bacteria","Chloroflexota","AD3",NA,NA,NA,NA
"ASVc7e6aedc10ae","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV6982ba68238a","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASVe8b44b04db7d","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","glucanolyticus"
"ASV4c56b48a392a","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASV25c114cad148","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter",NA
"ASVbae6ff0cf994","Bacteria","Nitrospirota","Thermodesulfovibrionia",NA,NA,NA,NA
"ASV277194318e7c","Bacteria","Candidatus Kapabacteria","Kapabacteria","Kapabacteriales",NA,NA,NA
"ASV7a13c06cd286","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4be774afc973","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"ASV751548bfd9ce","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"ASV600b041fe0ea","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","hansenii"
"ASV004ff3a36354","Bacteria","Chloroflexota","KD4-96",NA,NA,NA,NA
"ASV24efea8f8be6","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Pseudomethylobacillus",NA
"ASV0be4600b98b0","Bacteria","Cyanobacteriota","Cyanobacteriia",NA,NA,NA,NA
"ASV6c0700ef46e3","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","fascians"
"ASVe6e6a8f1c0dc","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","nasdae"
"ASV43be0d87b8f3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","resiniphila"
"ASV21d347899f6d","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV9cc02b3f127c","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV8980d21d0925","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV84dc87a8fac4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","mizutaii"
"ASV4490b45ad113",NA,NA,NA,NA,NA,NA,NA
"ASV9ea9febb7c83","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV1ed3e5703fec",NA,NA,NA,NA,NA,NA,NA
"ASVeea427792693","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASVbb4d8ff43764",NA,NA,NA,NA,NA,NA,NA
"ASV5fc981a5934c","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",NA
"ASV7767a41581a0","Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales",NA,NA,NA
"ASV9362af42f269","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus","stomatis"
"ASV5900ef122f65","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus",NA
